budget,genres,revenue,runtime,title,vote_average
3800000,"[{""id"": 18, ""name"": ""Drama""}]",16800000,115,The Hunt,7.9
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",19294144,94,A Christmas Story,7.4
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0,91,Bella,6.7
4300000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",0,98,Class of 1984,6.2
3300000,"[{""id"": 35, ""name"": ""Comedy""}]",45000,96,The Opposite Sex,4.1
2000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",7,92,Dreaming of Joseph Lees,8
0,"[{""id"": 18, ""name"": ""Drama""}]",28814580,128,The Class,6.8
3200000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",33395426,136,Rosemary's Baby,7.5
3200000,"[{""id"": 37, ""name"": ""Western""}]",8000000,123,The Man Who Shot Liberty Valance,7.4
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2277396,99,Adam,6.9
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",0,101,Maria Full of Grace,6.9
3200000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",5332926,105,Beginners,6.8
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",658573,95,Feast,6.1
2700000,"[{""id"": 35, ""name"": ""Comedy""}]",141000000,109,Animal House,7
2500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",124881062,110,Goldfinger,7.2
2400000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}]",0,110,Antiviral,5.7
3180000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",9644124,130,It's a Wonderful Life,8
4000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",16491080,93,Trainspotting,7.8
0,"[{""id"": 35, ""name"": ""Comedy""}]",0,115,The Original Kings of Comedy,6.3
3000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",177512032,91,Paranormal Activity 2,5.7
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",0,91,Waking Ned,7.4
4000000,"[{""id"": 99, ""name"": ""Documentary""}]",35564473,120,Bowling for Columbine,7.3
0,"[{""id"": 18, ""name"": ""Drama""}]",0,111,Coming Home,6.9
3000000,"[{""id"": 27, ""name"": ""Horror""}]",29999213,87,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7
3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",20966644,117,A Room with a View,6.9
3000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",89328627,86,The Purge,6
3000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",77712439,110,Sinister,6.7
3000000,"[{""id"": 35, ""name"": ""Comedy""}]",19184015,113,Martin Lawrence Live: Runteldat,5
3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",17570324,108,Cat on a Hot Tin Roof,7.6
3000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",18999718,95,Beneath the Planet of the Apes,6.2
3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",23144499,98,Air Bud,5.3
16000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}]",68411275,93,Pokémon: Spell of the Unknown,5.9
3000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",19472057,86,Friday the 13th Part VI: Jason Lives,5.7
3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",33300000,161,The Bridge on the River Kwai,7.7
3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",15369573,100,Spaced Invaders,4.7
2000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",7900000,121,Family Plot,6.7
3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",25000000,125,The Apartment,8.1
3000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",15938065,87,Jason Goes to Hell: The Final Friday,4.2
3000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",13000000,128,Torn Curtain,6.4
3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}]",11718595,100,Dave Chappelle's Block Party,6.4
0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 37, ""name"": ""Western""}]",229094,84,Slow West,6.6
3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",0,97,Krush Groove,7
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",0,84,Next Day Air,5.3
3000000,"[{""id"": 18, ""name"": ""Drama""}]",10400000,146,Elmer Gantry,7.3
3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",10000000,186,Judgment at Nuremberg,7.6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",9016377,94,Trippin',4.5
3000000,"[{""id"": 37, ""name"": ""Western""}]",9012000,133,Red River,7.3
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",0,99,Phat Girlz,3.7
3000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",11176469,108,Before Midnight,7.4
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",0,95,Teen Wolf Too,3.8
3000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",7282851,97,Phantasm II,6.3
3000000,"[{""id"": 18, ""name"": ""Drama""}]",6804016,94,Woman Thou Art Loosed,5
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",0,86,Real Women Have Curves,5.8
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}, {""id"": 10749, ""name"": ""Romance""}]",10422387,115,Water,6.8
3800000,"[{""id"": 35, ""name"": ""Comedy""}]",28200000,97,East Is East,6.5
3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",0,82,Whipped,3.1
3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",4109095,117,Kama Sutra - A Tale of Love,5.7
3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",0,90,Please Give,6
3000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",4000000,100,Willy Wonka & the Chocolate Factory,7.4
0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",0,98,Warlock: The Armageddon,5.2
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",0,95,8 Heads in a Duffel Bag,5.4
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0,94,Days of Heaven,7.6
0,"[{""id"": 18, ""name"": ""Drama""}]",0,104,Thirteen Conversations About One Thing,6.4
3000000,"[{""id"": 35, ""name"": ""Comedy""}]",3076820,87,Jawbreaker,5.9
2962051,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",3011195,108,Basquiat,6.6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",4069826,86,Frances Ha,7.2
3000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",9879971,94,Tsotsi,6.9
3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2807390,139,Happiness,7.4
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}]",0,89,DysFunktional Family,6.1
2800000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",1826705,102,Tusk,5.1
3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 28, ""name"": ""Action""}]",14980005,120,Oldboy,8
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 53, ""name"": ""Thriller""}]",0,110,Letters to God,6.5
3000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",748453,86,Hobo with a Shotgun,5.7
3000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",0,101,Compadres,5.2
3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",0,110,Freeway,6.5
0,"[{""id"": 10770, ""name"": ""TV Movie""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",0,87,Love's Abiding Joy,5.8
3000000,"[{""id"": 18, ""name"": ""Drama""}]",2357852,123,Fish Tank,6.9
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",0,99,Damsels in Distress,5.6
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",0,176,Creature,4
3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11947954,87,Bachelorette,5.3
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}]",0,120,Brave New Girl,3.7
0,"[{""id"": 35, ""name"": ""Comedy""}]",0,94,Tim and Eric's Billion Dollar Movie,5.2
2700000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",0,98,Summer Storm,6.7
0,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",0,0,Fort McCoy,6.3
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",0,96,Chain Letter,3.9
3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",0,97,Just Looking,5.8
3000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",22000,112,The Divide,5.7
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]",0,88,The Eclipse,6.1
3000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",3387000,83,Demonic,4.9
0,"[{""id"": 35, ""name"": ""Comedy""}]",0,80,My Big Fat Independent Movie,3
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",0,90,The Deported,0
0,"[{""id"": 18, ""name"": ""Drama""}]",0,96,Tanner Hall,5.4
3000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",0,85,Open Road,5.2
0,"[{""id"": 35, ""name"": ""Comedy""}]",0,84,They Came Together,5.3
0,"[{""id"": 35, ""name"": ""Comedy""}]",0,80,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2.9
3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",0,90,Never Back Down 2: The Beatdown,5.8
2500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",3200000,92,Point Blank,7.1
3,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",0,100,Four Single Fathers,0
0,"[{""id"": 53, ""name"": ""Thriller""}]",0,88,Enter the Dangerous Mind,4.8
3000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",0,95,Something Wicked,4.6
3000000,"[{""id"": 53, ""name"": ""Thriller""}]",0,79,AWOL-72,2.8
0,[],0,88,Iguana,6
3200000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",0,95,Chicago Overcoat,6.1
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0,95,Barry Munday,6.3
2900000,"[{""id"": 18, ""name"": ""Drama""}]",5596708,113,Central Station,7.6
2900000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",5000000,136,Pocketful of Miracles,7.3
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]",0,80,Close Range,4.9
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0,105,Boynton Beach Club,6.8
3000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",0,90,Amnesiac,4.1
3000000,"[{""id"": 99, ""name"": ""Documentary""}]",103735,93,Freakonomics,6.6
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",0,91,High Tension,6.6
2902660,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",0,93,Griff the Invisible,6.1
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",0,89,Unnatural,4.3
8000000,"[{""id"": 18, ""name"": ""Drama""}]",23563727,116,Hustle & Flow,6.9
2883848,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",25000000,122,Some Like It Hot,8
2800000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",19170001,88,Friday the 13th Part VII: The New Blood,5.3
2777000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",33754967,102,The Wizard of Oz,7.4
2800000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",86273333,106,Young Frankenstein,7.7
2000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",5364858,95,Diary of the Dead,5.4
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0,144,Lage Raho Munna Bhai,7.6
0,"[{""id"": 18, ""name"": ""Drama""}]",0,112,Ulee's Gold,6.5
2700000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",37799643,118,The Black Stallion,7
0,[],0,0,Sardaarji,9.5
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",0,90,Journey to Saturn,4.9
2686000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",6600000,109,Donovan's Reef,6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",0,103,The Dress,7
2627000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",5363000,120,A Guy Named Joe,6
2600000,"[{""id"": 37, ""name"": ""Western""}, {""id"": 35, ""name"": ""Comedy""}]",119500000,93,Blazing Saddles,7.2
2600000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",32980880,91,Friday the 13th: The Final Chapter,5.9
2159280,"[{""id"": 18, ""name"": ""Drama""}]",10700000,80,Ida,7.1
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0,134,Maurice,7.1
0,"[{""id"": 35, ""name"": ""Comedy""}]",0,86,Beer League,5.3
2600000,"[{""id"": 99, ""name"": ""Documentary""}]",3166000,105,Riding Giants,7.6
2600000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",553198,92,Timecrimes,7
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}]",0,99,Silver Medalist,7.4
2600000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",0,97,Timber Falls,5.2
2540800,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",7200000,103,Singin' in the Rain,7.8
0,"[{""id"": 99, ""name"": ""Documentary""}]",0,97,"Fat, Sick & Nearly Dead",7.1
2500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",60141683,86,A Haunted House,5.4
2500000,"[{""id"": 99, ""name"": ""Documentary""}]",33400000,87,2016: Obama's America,4.6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",34585416,108,That Thing You Do!,6.8
2500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",14400000,98,Halloween III: Season of the Witch,5
2500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",12348905,98,Escape from the Planet of the Apes,6.3
2500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",10000000,112,Hud,7.5
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}]",32230907,74,Kevin Hart: Let Me Explain,7.1
2500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0,104,My Own Private Idaho,7.1
2500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",26781723,102,Garden State,7.1
2500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",5535405,105,Before Sunrise,7.7
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",0,100,Evil Words,6.9
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",0,107,Jesus' Son,6.7
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",0,91,Saving Face,6.8
0,"[{""id"": 18, ""name"": ""Drama""}]",0,102,Brick Lane,5.2
2500000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",3325038,85,Robot & Frank,6.8
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9726954,106,My Life Without Me,7.2
2500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6854611,95,The Spectacular Now,6.8
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}]",0,101,Religulous,7.2
0,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 18, ""name"": ""Drama""}]",0,90,Fuel,7
0,"[{""id"": 18, ""name"": ""Drama""}]",0,100,Valley of the Heart's Delight,7
2500000,"[{""id"": 18, ""name"": ""Drama""}]",71904,100,Eye of the Dolphin,7.1
0,"[{""id"": 99, ""name"": ""Documentary""}]",0,80,8: The Mormon Proposition,5.5
14000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",0,106,The Other End of the Line,6.1
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",0,103,Anatomy,6.1
2500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",107559,90,Sleep Dealer,6
2500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",324138,96,Super,6.6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",0,89,Christmas Mail,5
2500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",0,87,Stung,4.9
35000000,"[{""id"": 27, ""name"": ""Horror""}]",0,94,Antibirth,4.8
2400000,"[{""id"": 18, ""name"": ""Drama""}]",5731103,120,Get on the Bus,7
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",0,101,Thr3e,4.8
30000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",495303,84,Idiocracy,6.3
2500000,"[{""id"": 80, ""name"": ""Crime""}]",0,110,The Rise of the Krays,4.5
2380000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",8176544,101,This Is England,7.4
2500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",0,101,U.F.O.,3.1
2361000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",6892000,101,Bathing Beauty,7
2450000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",0,105,Go for It!,4.6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",565592,97,"Dancer, Texas Pop. 81",10
2300000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",11000000,107,Show Boat,6.9
0,"[{""id"": 18, ""name"": ""Drama""}]",0,91,Redemption Road,4.7
0,"[{""id"": 53, ""name"": ""Thriller""}]",0,108,The Calling,5.6
2000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}]",0,90,The Brave Little Toaster,6.7
2280000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}]",83320000,124,Fantasia,7.2
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",0,90,8 Days,0
4000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",36690067,95,Friday the 13th Part III,5.7
2200000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",21930418,92,Friday the 13th: A New Beginning,5.1
0,"[{""id"": 18, ""name"": ""Drama""}]",0,117,The Last Sin Eater,6.2
0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",0,115,Do You Believe?,6.6
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",0,90,Impact Point,5.7
2160000,"[{""id"": 18, ""name"": ""Drama""}]",9132000,119,The Valley of Decision,5.8
2300000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",0,97,Eden,5.6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10769, ""name"": ""Foreign""}]",0,90,Chicken Tikka Masala,3.5
0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",0,90,There's Always Woodstock,5.4
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",0,85,Jack Brooks: Monster Slayer,5.7
2100000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",23650000,172,The Best Years of Our Lives,7.6
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",480811,113,Bully,6.7
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",0,89,Elling,7
2100000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",3330,126,Mi America,0
