DEFAULT,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,NINQ,CLNO,DEBTINC
0,25100,137489,168216,7,1,0,1,20,34.76794885
0,25100,108235,201918,24,0,0,0,19,23.65233981
0,25200,94712,127247,8,0,0,0,30,39.02592642
0,25200,55283,103324,0,0,0,0,26,32.92386047
0,25200,63258,100392,0,0,0,0,25,35.27446098
0,25200,22773,72541,,1,2,1,26,30.42091482
0,25200,51789,75569,25,,1,1,30,40.87461909
0,25200,26255,50963,24,0,0,,12,31.25832865
0,25200,137054,207511,4,0,0,0,27,39.96388766
0,25200,,68083,26,0,0,0,8,21.05500114
0,25200,75037,102227,9,0,0,0,21,37.23969674
0,25200,73168,93608,9,0,0,0,21,35.59032677
0,25200,55823,90658,0,0,0,0,22,35.57129493
0,25200,69510,90781,6,0,1,4,25,35.3269126
0,25200,74038,114722,9,0,1,1,28,31.36072725
0,25300,60084,88898,7,0,0,0,19,36.44443099
0,25300,137813,214014,5,0,0,0,27,38.65684666
0,25300,139427,245988,28,0,0,1,18,36.27844415
0,25300,115226,153900,6,,,2,36,41.71511069
0,25300,118744,153552,5,,,1,35,43.46926337
0,25300,,33975,23,0,0,2,14,27.17922554
0,25300,22361,50688,24,0,0,0,11,25.18149884
0,25300,122933,157009,3,0,0,0,24,38.74080142
0,25300,51261,87025,4,0,0,2,25,31.65878641
0,25300,56393,86612,6,0,0,1,25,33.19387553
0,25300,46780,62536,18,0,0,0,22,30.74672437
0,25300,62540,101165,0,0,0,0,25,35.20086451
1,25400,136322,,2,0,5,1,27,16.6446745
0,25400,76194,98188,0,,,5,23,42.13810643
1,25400,107343,192642,1,0,10,1,14,35.75976024
0,25400,61907,87133,0,0,1,0,22,34.36469831
0,25400,149364,210724,10,0,0,1,34,41.61798303
0,25400,82553,107422,9,1,0,2,29,32.72167844
0,25400,44800,78000,21,0,0,1,27,
0,25400,158111,209649,10,0,0,1,34,43.13677016
1,25400,83943,129189,,1,1,,41,42.93355731
0,25400,62906,96327,17,0,0,1,16,33.76074836
0,25400,138132,243327,27,0,0,0,19,37.82005452
0,25400,69035,108365,13,0,0,1,33,39.5433415
0,25400,61771,105880,17,0,1,0,29,37.19524901
0,25400,,45369,,,,,12,27.5294977
0,25500,135728,178942,0,,,,38,32.42562995
0,25500,,31777,23,0,0,3,15,28.07899411
0,25500,143881,178914,7,0,0,0,35,37.57582198
1,25500,63967,87239,6,0,0,0,0,33.05107375
0,25500,79689,117577,9,0,0,0,19,26.48488637
0,25500,44562,79481,10,0,0,1,19,40.25073803
1,25500,25828,44166,,0,1,,17,39.42789016
0,25500,50847,79738,20,0,0,0,26,35.86008764
0,25500,79593,113063,9,0,0,0,19,28.04079318
0,25500,113204,184561,17,1,0,1,31,34.357866
0,25500,26603,64347,1,0,0,1,6,39.25791203
0,25500,84267,117833,12,0,1,0,18,27.47115778
0,25500,235839,267506,5,0,0,3,51,39.04842776
0,25500,,121708,8,1,0,0,27,33.15994063
0,25500,,44707,,,,,12,27.50357097
0,25500,32458,52329,15,0,0,2,24,29.86627823
0,25500,,43031,,,,,13,28.86528212
0,25500,73083,126995,1,0,0,1,24,37.31620765
0,25600,,51974,,,,,13,28.11606742
0,25600,47936,80600,23,,1,0,30,37.73494052
0,25600,241570,264772,4,1,0,2,50,37.37997465
0,25600,196689,247025,8,0,0,1,25,42.6702753
0,25600,58606,89508,8,1,0,2,30,41.66996371
0,25600,78441,128814,2,0,0,1,24,38.73864962
0,25600,240092,263958,5,1,0,2,51,38.97353933
0,25600,111000,153000,7,0,0,3,27,
1,25600,46000,80000,,0,0,2,19,
0,25600,76383,103544,0,,,5,24,42.93996933
1,25600,105480,126389,25,0,2,2,35,36.76382417
0,25600,,147598,,,,,,14.46198733
1,25600,50910,87358,19,2,0,0,27,42.67745065
0,25600,144616,211230,7,0,0,0,27,39.00292833
1,25600,65030,92453,5,0,0,0,0,35.02885642
0,25600,77123,103014,1,,,3,24,43.67128143
0,25600,140649,212089,4,0,0,0,29,40.03321863
0,25600,76102,119391,5,0,0,1,32,40.92995432
0,25600,139746,210298,6,0,0,1,28,38.36889038
0,25700,94295,143788,23,0,0,0,13,42.35812804
0,25700,31333,56733,13,0,0,2,25,30.61978676
0,25700,32039,54499,15,0,0,2,24,31.14295705
0,25700,189995,250814,9,0,0,1,25,41.00583277
0,25700,26059,51800,24,0,0,0,10,23.08547854
0,25700,50800,85000,23,1,2,1,20,
0,25700,197425,242602,8,0,0,2,26,41.27712717
0,25700,43881,69954,10,0,0,0,20,40.76906182
0,25700,83733,116386,8,0,1,0,44,41.86989334
1,25700,32613,63065,0,0,0,0,22,41.21010704
0,25700,23047,76575,,2,1,2,26,29.29663349
0,25700,85417,98179,7,,,,,30.82947717
0,25700,103598,144594,19,0,0,0,13,41.13564938
0,25700,63054,104624,15,0,1,0,29,40.20529288
0,25800,140785,208421,3,0,0,0,28,39.74500284
0,25800,,63456,25,0,0,0,8,22.06576364
0,25800,,68913,26,0,0,0,9,22.92513606
0,25800,70804,106892,12,0,0,1,33,40.77228326
0,25800,82058,116330,11,0,1,0,18,27.98945739
0,25800,112388,180313,16,0,0,0,31,33.24109601
0,25800,137140,167096,7,0,1,1,19,36.18947433
0,25800,,51824,,,,,12,28.54647846
0,25900,201877,239546,6,0,0,0,42,40.39811434
1,25900,42105,73249,2,0,0,3,22,31.80908592
0,25900,118965,154728,8,0,0,3,26,32.59840187
0,25900,,33888,24,0,0,2,14,28.24306257
1,25900,,,20,0,2,0,22,31.16238948
0,25900,108319,135884,8,1,0,5,18,40.50485505
1,25900,58000,95000,3,0,1,6,28,
0,25900,145700,211151,6,0,0,1,27,38.48048457
0,25900,80663,122372,10,0,1,0,18,26.57393079
0,25900,152071,185893,0,0,0,0,16,40.6422789
0,25900,59575,85837,22,0,1,0,19,24.87461511
0,25900,56784,91401,2,0,1,0,23,34.09893173
0,25900,58693,86469,1,0,1,0,23,32.12756274
1,25900,21852,57518,2,0,0,2,11,31.98368604
0,25900,61064,94714,2,0,0,0,23,34.56594425
1,26000,43314,71303,8,0,7,3,23,43.21523351
0,26000,150773,179077,1,0,0,0,35,38.70777971
0,26000,238005,260479,5,1,0,2,51,35.45765879
0,26000,100548,207647,22,0,0,0,18,26.55949496
0,26000,107291,137426,9,2,0,4,18,40.76740141
0,26000,45963,74279,20,,0,1,29,37.91727288
0,26000,222681,286283,6,,4,,55,33.23935548
0,26000,139904,172310,6,1,0,0,19,34.83482969
0,26000,75034,100852,10,0,0,0,20,36.3563094
1,26000,79714,,1,0,4,0,23,
1,26000,154000,190000,0,0,4,3,58,
0,26000,58794,91413,5,0,0,0,19,37.99692333
0,26000,119553,158687,5,0,0,0,24,36.97751891
0,26000,81764,118388,9,0,0,0,18,28.15413466
0,26000,20119,54563,24,0,0,0,11,25.62363851
0,26000,47067,63292,17,0,0,2,21,33.67314644
0,26100,,36277,9,0,,,13,20.51714628
0,26100,75164,108483,7,0,0,2,28,30.07140205
0,26100,113266,182082,18,0,0,1,31,33.19394936
0,26100,150464,203202,10,0,0,1,33,43.11219067
0,26100,,35271,9,0,,,14,23.31865001
0,26100,80176,113247,9,0,1,1,29,33.19212531
0,26100,,151429,,,,,,15.56700107
0,26100,,120470,7,0,0,0,27,34.13000366
0,26100,103949,208432,23,0,0,0,18,23.29023448
0,26100,50605,77841,21,,0,1,31,41.17380505
1,26100,73525,,3,1,,0,6,22.50817251
0,26100,20566,50534,24,0,0,1,10,24.09826676
0,26200,105096,136580,9,2,0,4,17,39.18736161
0,26200,75096,120859,4,0,0,2,31,38.55297875
0,26200,77952,113285,5,0,0,1,31,39.39066028
0,26200,141109,245422,28,0,0,1,18,38.11355594
0,26200,72648,123582,0,1,0,0,23,37.54583738
0,26200,49323,77160,23,,1,0,29,39.67630465
0,26200,149599,181869,1,0,0,0,35,39.80087956
0,26200,100931,132627,11,0,1,0,28,41.08956919
1,26200,51599,87148,,0,0,2,19,
0,26200,189252,241754,9,0,0,2,25,40.31269773
0,26300,87291,122531,10,0,1,0,18,27.83750961
0,26300,,37310,26,0,0,2,15,27.21702865
0,26300,94337,123054,0,1,0,2,38,35.72585219
0,26300,147600,184207,5,0,0,0,35,38.23508627
0,26300,118304,177819,17,0,0,1,30,34.36826933
0,26300,25685,51023,35,0,0,0,23,40.08504815
0,26300,52394,93307,24,0,1,0,19,23.54869835
0,26300,58369,88124,7,0,0,1,20,37.15829482
0,26300,52296,91041,24,1,2,0,19,24.89378113
0,26300,,51055,,,,,14,28.20743574
0,26300,114956,147793,3,,,2,35,43.80729316
0,26300,,45913,,,,,13,27.92400089
0,26300,,43472,,,,,12,28.68850032
0,26300,25530,79885,,1,1,2,26,29.92863683
0,26300,78851,109090,8,0,0,0,44,42.34162639
0,26300,189302,249773,7,0,0,1,26,42.76938671
0,26300,94916,127526,0,0,0,2,37,36.01849565
0,26400,43781,66030,17,0,0,2,21,31.48990578
0,26400,79163,123792,0,0,0,0,24,38.1099786
0,26400,73679,98614,10,0,0,0,20,38.15962279
0,26400,130672,212536,10,0,0,3,26,20.26991879
0,26400,128413,207302,9,0,0,3,26,17.87219518
0,26400,122105,165000,1,0,0,2,24,
0,26400,153853,188760,2,0,0,0,17,43.35819405
0,26400,240907,260638,7,1,0,3,51,37.65291911
0,26400,134642,182719,0,,,,39,32.69880046
0,26400,44333,68945,18,0,0,2,21,32.34941205
0,26400,220432,283978,6,,5,,56,33.7142391
0,26400,196412,250164,9,0,0,1,26,42.334246
0,26400,59288,87753,8,1,1,3,29,38.97248671
0,26500,29751,57501,1,0,0,2,7,37.07547187
0,26500,23742,77878,,2,1,2,26,28.87672375
0,26500,145393,187324,3,0,0,1,16,40.85486499
0,26500,,63918,25,0,0,0,8,20.16138785
0,26500,63345,100332,16,0,0,0,30,38.42744457
0,26500,240782,267675,6,0,0,1,50,37.740919
0,26500,,38964,11,1,,,14,20.35358209
0,26500,112059,179599,15,0,0,0,30,36.35910417
0,26500,77198,131090,0,0,0,0,24,37.83016379
0,26500,,64211,26,0,0,0,10,22.28949083
0,26500,84769,127773,2,0,0,2,25,42.03163913
1,26500,61223,92255,2,0,1,0,17,1.85553998
0,26500,34678,68000,14,1,0,6,16,
1,26500,14000,45000,0,0,0,1,7,
1,26500,82859,,0.4,2,0,0,22,
0,26500,76599,119041,4,0,0,1,31,40.12650973
0,26500,134952,165451,8,1,0,1,19,35.73485637
0,26500,,61089,27,0,0,0,9,22.81386786
0,26500,47820,76159,24,,0,0,30,41.28888238
0,26500,,122693,9,0,0,0,27,32.20081121
1,26600,62895,103000,1,0,5,2,34,
0,26600,148986,175750,1,0,0,0,35,40.51498958
0,26600,61151,97072,16,0,1,0,29,39.22971154
0,26600,94954,131913,0,1,0,2,37,35.27011322
0,26600,78491,121598,4,1,0,1,33,41.34234309
0,26600,140561,208775,5,0,0,1,27,36.87838912
1,26600,84843,115850,2,0,0,2,37,42.57188992
0,26600,49610,78355,23,,0,0,30,39.52990361
0,26600,128238,165316,1,0,0,2,23,36.93931917
0,26600,122501,153280,2,0,0,0,25,38.1297118
0,26700,146193,185200,11,0,0,0,36,39.21027209
0,26700,40785,75601,14,1,0,5,15,34.15422819
0,26700,144243,176096,1,0,0,0,34,40.47924358
0,26700,73468,108774,11,0,0,1,32,39.0422045
0,26700,,120179,8,0,0,0,27,35.09551993
0,26700,81968,114647,10,0,1,0,19,27.05672697
0,26700,23361,55483,36,0,0,1,23,39.89165429
0,26700,186185,233480,0,0,0,1,32,41.74120105
0,26700,129559,170042,1,0,0,1,24,34.11753289
0,26700,18590,53462,25,0,0,1,11,22.95980677
0,26800,149729,183027,7,0,0,0,34,37.00088322
0,26800,133594,173255,8,0,0,1,19,36.94699749
0,26800,145772,193135,12,0,0,0,36,40.90432104
0,26800,96895,144482,23,0,0,0,13,40.16216065
0,26800,148471,183284,4,0,0,0,35,37.27227131
0,26800,139309,166621,5,0,0,0,20,35.18585706
1,26800,89146,128923,7,2,1,7,16,2.83029717
0,26800,124199,166404,1,0,0,2,23,34.50965688
0,26800,46236,62711,17,0,0,1,22,33.05993364
0,26800,35485,74949,14,0,0,5,15,36.19145855
0,26800,145745,211400,6,0,0,1,27,39.84839123
0,26800,213165,282068,5,,4,,55,31.18166119
1,26800,138216,170052,10,0,0,1,29,76.42147805
1,26800,18459,53907,0,0,0,0,6,71.51211057
0,26900,74982,126972,0,0,0,0,23,38.32598985
0,26900,,35397,7,0,,,13,20.83725547
0,26900,69446,104590,11,0,0,1,32,41.49906043
0,26900,57414,92916,0,0,0,0,22,34.39630178
0,26900,115638,145440,4,,,2,36,43.90864533
1,26900,69000,106500,0.6,0,1,2,19,
0,26900,67144,92923,16,0,0,1,17,32.79147803
0,26900,47882,78854,11,0,0,0,19,41.13070668
0,26900,98324,129210,0,1,0,3,38,34.65064913
0,26900,54071,85557,0,0,2,0,22,34.5971919
0,26900,113724,151969,4,,,1,36,42.39724899
0,26900,72848,101736,10,0,0,0,21,36.36902746
0,26900,45763,73797,23,,0,1,29,39.37085816
0,26900,215692,286555,8,,5,,55,30.55300542
1,27000,79218,115721,9,0,0,0,35,33.22776308
0,27000,77910,117590,4,0,0,2,31,38.49715498
0,27000,50375,70656,8,0,0,1,20,43.1338449
0,27000,13718,35684,16,2,0,1,18,24.35575958
0,27000,144901,178093,7,0,0,0,34,40.5665519
0,27000,45482,77000,0.8,0,0,3,19,
1,27000,124000,162000,0.8,0,2,1,34,
0,27000,54515,82539,20,0,0,0,26,37.11235228
0,27000,45880,82425,21,0,0,0,27,36.9977936
0,27000,54834,85391,9,0,1,2,30,39.30573912
0,27000,,38441,8,1,,,14,23.69117601
0,27000,60631,86091,24,0,2,1,20,26.24875663
0,27000,23160,58074,36,0,0,1,24,40.13322041
0,27000,,61844,26,0,0,0,8,22.71865262
0,27000,,38356,8,0,,,13,20.92741537
1,27100,63844,101000,8,1,1,0,22,
0,27100,140305,237302,27,0,0,2,18,37.42084716
0,27100,44095,77587,14,1,0,6,15,33.5355472
0,27100,24494,77479,,1,1,1,26,31.12455386
0,27100,,31681,23,0,0,2,15,29.74190894
0,27100,33649,63214,2,0,0,2,6,37.83786387
0,27100,20479,46735,24,0,0,0,10,24.25867722
0,27100,118200,159739,6,0,1,3,27,34.20600845
0,27100,20497,74244,,1,2,1,25,27.36133981
0,27200,70730,93752,8,0,0,0,20,36.17090549
0,27200,145725,179197,1,0,0,0,34,40.28747993
0,27200,83894,121302,6,0,1,0,18,29.73248931
0,27200,110470,180982,17,0,0,1,30,34.7669497
0,27200,61000,104044,16,0,1,0,30,39.54650758
0,27200,101680,134864,10,0,1,0,29,40.88049467
0,27200,97541,126368,0,1,0,3,38,34.81068944
1,27200,61118,35184,10,4,2,7,23,45.25528966
0,27200,24070,58216,35,0,0,0,24,37.63994733
0,27200,58383,92484,22,1,2,1,20,23.80982026
0,27300,66878,93656,11,0,0,0,20,39.08500634
0,27300,72314,118839,5,0,0,1,31,42.34342026
0,27300,44026,71597,22,,1,0,30,38.48694867
0,27300,97373,126102,10,0,1,0,28,39.17355395
0,27300,55973,93503,22,0,1,0,19,26.21017597
0,27300,53223,86696,0,0,0,0,22,34.51779051
0,27300,135823,185416,1,,,,38,32.79497644
1,27300,106221,137727,3,0,0,3,45,32.5603594
0,27300,37636,73328,12,0,0,6,16,34.26822801
0,27300,,37531,22,0,0,2,14,29.60984756
0,27300,127260,212953,9,0,0,3,26,21.24119477
0,27300,,43277,9,0,,,14,20.80819618
0,27300,149950,177309,6,0,0,0,35,39.15955376
0,27300,,116708,11,0,0,0,26,33.7478263
0,27300,140773,188414,12,0,0,0,37,41.48280369
0,27400,99900,143437,21,0,0,0,12,39.11029763
1,27400,113364,146520,16,1,1,2,13,34.6276594
0,27400,,39858,11,1,,,14,20.58821436
0,27400,,121625,7,1,0,0,27,33.37381367
0,27400,195497,246354,8,0,0,1,25,39.66482299
0,27400,51298,90010,6,1,0,3,29,42.15993654
1,27400,23939,56874,3,0,1,0,11,
0,27400,46575,85263,1,0,0,2,19,39.4893172
0,27400,100951,149305,21,0,0,0,13,41.64417205
0,27400,41370,70528,18,0,0,1,21,33.4950887
0,27500,54511,84470,9,0,1,3,29,40.2782983
0,27500,97679,149877,23,0,0,0,12,39.41516685
0,27500,145774,206788,4,0,0,0,27,38.00119223
0,27500,132000,179000,1,1,0,2,19,
1,27500,137900,184000,10,0,0,0,0,
0,27500,150666,192346,3,0,0,0,17,39.97865033
0,27500,,40807,8,1,,,13,20.39892362
0,27500,69579,117799,5,0,0,2,32,38.86212081
1,27500,97601,136546,9,0,0,5,39,
0,27500,131269,211014,10,0,0,2,26,18.73514744
0,27500,23439,47177,25,0,0,0,11,23.02289409
0,27600,54584,86568,22,0,0,1,27,35.2239708
0,27600,73846,100216,12,0,0,1,33,38.19125134
0,27600,60039,86166,0,0,0,0,23,33.82093404
0,27600,121592,153432,2,0,0,0,24,40.01531648
0,27600,103898,130784,11,0,0,0,29,42.00981358
0,27600,131887,174323,0,0,0,2,24,35.27186703
0,27600,150120,191972,3,0,0,1,16,41.80742805
0,27600,64818,91915,16,0,0,0,17,32.46114433
0,27600,153063,202542,10,0,0,2,33,42.82914582
0,27600,57327,87683,0,0,0,0,23,34.76057541
0,27600,,117581,10,0,0,0,27,34.99872778
0,27600,54328,94216,24,1,2,1,19,26.83331217
0,27600,124139,157940,4,0,0,0,24,38.22673698
0,27600,123121,157337,2,0,0,0,24,36.94827386
0,27600,72468,106906,12,0,0,1,32,38.98401301
0,27600,112753,155166,6,0,0,3,26,32.08868135
0,27600,129311,188143,1,,,,39,30.47417374
0,27600,74964,118507,5,0,0,1,32,39.14675577
0,27700,63962,101676,15,0,1,0,30,37.38458848
0,27700,103249,206521,24,0,0,0,19,25.68817634
1,27700,97834,132396,18,0,2,2,26,6.887024127
0,27700,54617,87722,9,0,1,3,29,39.63110299
0,27700,73148,101462,10,0,0,0,33,40.47579335
1,27700,,65635,18,0,3,1,28,
1,27700,61396,111627,20,0,0,0,4,84.61388869
0,27700,25947,49836,24,0,0,0,10,23.81017336
0,27700,77886,114494,9,0,0,0,18,28.34407839
0,27700,54541,78832,0,0,0,2,19,39.61433498
0,27700,149169,183234,8,0,0,0,35,37.63668272
1,27700,19300,39000,12,3,0,0,46,
1,27700,83300,,20,1,4,1,19,
1,27700,85285,116468,9,0,0,0,36,35.96802437
0,27700,76055,126560,0,0,0,1,23,38.98355812
0,27700,,42515,11,1,,,13,20.20903769
0,27700,120070,153652,4,,,2,35,43.92019123
0,27700,141930,182516,0,0,0,2,19,41.9588135
0,27700,35132,71456,13,0,0,5,16,35.65073032
0,27700,67446,99206,11,0,0,0,32,38.9951644
0,27800,114417,150849,5,0,0,0,24,38.58192387
0,27800,96332,123598,1,0,0,2,38,33.85589547
0,27800,19600,50594,24,0,0,1,10,24.52237465
0,27800,64804,97553,15,1,0,1,17,32.17786106
0,27800,127770,169440,2,0,0,1,24,34.84415543
0,27800,142356,177328,6,0,0,0,35,38.59599092
0,27800,181405,229116,0,0,0,0,32,43.52042818
0,27900,55859,92179,0,0,1,0,23,33.09789894
0,27900,73630,106757,11,0,0,1,32,38.26657321
0,27900,137006,207997,5,0,0,1,28,36.90607516
0,27900,66027,102745,9,0,0,1,32,38.25030605
0,27900,69589,115061,5,0,0,1,32,41.47397173
1,27900,62264,39604,10,3,1,7,23,48.07753147
0,27900,149359,192955,0,0,0,1,16,40.13553136
0,27900,142346,185057,9,0,1,0,36,39.39704272
0,27900,50988,81533,1,0,0,2,18,40.62088475
0,27900,113843,156282,7,0,0,2,27,33.94246485
0,27900,135511,184219,1,1,0,2,19,38.60649271
1,27900,90694,121543,5,2,1,8,15,0.838117525
0,28000,58002,86427,9,0,1,2,29,39.36269322
0,28000,59775,87390,8,0,0,3,30,41.54380471
0,28000,140770,209726,5,0,0,0,27,38.88660597
0,28000,49764,74526,24,,1,1,30,37.61130938
0,28000,62376,104073,16,1,0,0,30,39.75984964
0,28000,77322,118082,7,0,0,1,31,38.8154384
0,28000,68000,106000,6,,,11,21,
1,28000,86600,127000,6.5,0,4,5,35,
1,28000,28042,63500,14,2,4,4,28,
0,28000,96015,127551,0,1,0,3,37,34.87164312
0,28100,100420,207737,22,0,0,0,19,26.37254872
0,28100,135991,183598,0,,,,38,31.08561766
0,28100,96160,128767,10,0,1,0,29,41.11794458
0,28100,86778,110851,9,0,0,0,44,41.04058878
0,28100,32470,54522,35,0,0,0,23,38.7994829
1,28100,61000,99000,7,0,1,1,31,
1,28100,72100,112000,20,4,1,1,58,
0,28100,112564,162129,7,0,0,2,26,33.09168147
1,28100,75768,,9,,0,3,33,46.75180011
0,28200,90485,123674,1,0,1,2,25,41.67698554
0,28200,76011,129352,1,0,0,0,23,36.39047361
0,28200,58232,97555,17,0,1,0,29,38.0927303
0,28200,44363,72966,16,1,0,6,16,34.98052537
0,28200,61038,87534,8,0,0,3,30,39.3600186
0,28200,118728,160486,7,0,0,2,26,34.53734229
0,28200,109184,207035,23,0,0,0,18,23.66245669
0,28200,44321,63050,19,0,0,2,22,32.47716703
0,28200,185607,227617,0,0,0,0,33,42.435285
0,28200,,117181,9,0,0,0,26,31.60143615
0,28200,148455,191419,1,0,0,0,17,39.56330308
0,28200,100353,131386,9,0,0,0,28,38.67920763
0,28200,51663,92860,24,0,1,0,20,26.9130048
0,28200,148772,186023,3,0,0,1,17,43.30465807
1,28200,66242,109762,8,0,1,0,21,60.29541349
0,28300,72572,117311,6,0,0,1,32,39.8765037
0,28300,,29512,24,0,0,2,14,30.51328344
0,28300,126942,166797,0,0,0,1,23,33.394854
0,28300,105000,147000,11,0,0,1,17,
0,28300,71973,119224,4,0,0,2,32,39.98105906
0,28300,68959,102048,12,0,0,1,32,39.93275013
0,28300,130028,178918,2,,,,39,33.44016163
0,28300,137159,186153,0,,,,38,29.87473149
0,28300,145931,239990,27,0,0,0,19,38.26846999
1,28300,104686,136033,13,0,2,1,27,5.762994872
0,28400,90823,126845,1,0,0,1,25,42.89671511
0,28400,72870,95647,11,0,0,0,20,37.82067846
0,28400,46126,66942,18,0,0,2,21,33.76903515
0,28400,150784,192411,0,0,0,1,16,41.54325414
0,28400,197852,243593,10,0,0,2,26,41.21496534
0,28400,207687,242544,8,0,0,0,41,41.29838663
0,28400,106020,206030,22,0,0,0,18,25.33037232
0,28400,112996,175817,17,0,0,1,31,36.2890026
0,28400,53480,90560,24,0,1,0,19,24.49083911
0,28400,183314,232345,1,0,0,1,32,42.3362269
0,28400,36484,73478,13,1,0,6,16,34.76399378
0,28400,206126,238745,9,0,0,1,42,41.67018774
0,28500,49461,83352,21,0,0,0,26,37.3017641
0,28500,73188,111925,5,,,11,21,44.52055475
0,28500,97262,131830,10,0,0,0,29,42.3249247
0,28500,,41763,12,1,,,13,21.901856
1,28500,108293,135317,5,0,0,4,43,31.20973109
0,28500,84908,108385,10,0,0,0,45,41.34201094
0,28500,43413,73248,13,0,0,6,16,35.67150508
0,28500,100145,130522,10,0,0,0,29,39.07258918
0,28500,137174,186118,1,,,,39,32.87512565
0,28500,29338,62220,2,0,0,1,6,36.87709851
0,28600,32136,51599,35,0,0,0,23,39.54773379
0,28600,94165,130285,10,0,1,0,28,42.08001604
0,28600,85174,127306,1,0,0,1,24,40.65624858
0,28600,136546,185507,0,0,0,3,19,40.51680132
0,28600,26189,50409,36,0,0,0,23,38.6443946
0,28600,39009,75893,12,1,0,6,15,33.97581441
0,28600,105907,156126,10,0,0,1,17,33.23130088
0,28600,31634,65157,5,0,0,1,6,40.15941877
1,28600,126189,167157,19,0,2,0,26,31.01274893
0,28700,107281,155874,10,0,0,0,17,32.74036849
0,28700,137247,186685,0,,,,39,30.85972433
0,28700,131767,214558,10,0,0,2,27,20.52327227
0,28700,67951,106093,11,0,0,0,32,40.21223483
0,28700,133188,179454,1,1,0,1,19,41.13615926
1,28700,25190,59841,1,0,1,0,11,35.72928694
0,28800,204455,245685,8,0,0,1,42,42.34547139
0,28800,132019,168828,0,0,0,1,24,35.49030567
0,28800,,121560,8,1,0,0,26,31.61203845
0,28800,151328,194243,2,0,0,0,17,42.11254013
0,28800,,44761,10,0,,,14,22.84166319
0,28800,134144,185910,2,,,,39,30.33821943
0,28800,30357,56776,35,0,0,0,22,37.53746125
0,28900,225000,285000,15,0,1,2,26,
0,28900,135770,188368,0,1,0,2,19,40.63187139
0,28900,91683,127833,0,1,0,3,37,33.16875685
0,28900,134509,211558,10,0,0,2,27,20.61070665
0,28900,89945,124453,2,0,0,2,25,42.71977457
0,28900,,117991,7,0,0,0,27,32.16500253
1,28900,63748,36392,9,4,1,6,23,44.57850006
0,28900,102108,147463,19,0,0,0,13,41.65421132
0,28900,75887,117989,4,0,0,2,32,40.77888843
0,28900,77916,130728,2,0,0,1,23,39.09547645
0,28900,109888,182229,16,0,0,1,30,33.3190619
0,28900,29515,49525,36,0,0,0,24,39.60580772
0,29000,152065,192445,2,0,0,0,16,41.56383925
0,29000,32109,49912,34,0,0,1,23,39.79656076
1,29000,149900,201000,5,4,4,1,29,
1,29000,79000,,8,0,1,1,33,
1,29000,72478,113000,1.5,0,6,4,12,
1,29000,101824,,4,2,4,0,14,
0,29200,116202,160084,6,0,0,3,26,32.64452984
0,29200,50105,83815,21,0,0,0,26,35.59575067
0,29200,139299,180818,1,0,0,1,19,40.81730925
0,29200,99600,143000,15,0,0,1,40,
0,29300,228059,291314,16,0,1,2,26,28.17364554
0,29300,68024,115954,6,,,11,21,44.36917076
0,29400,119256,160683,6,0,0,3,27,33.30176289
1,29400,48800,86000,5,1,0,2,21,
0,29400,39354,75553,13,1,0,6,15,35.11044889
0,29400,109457,145453,15,0,0,1,40,40.69741846
0,29500,232801,289260,13,0,0,2,25,26.98136309
0,29500,50079,80222,1,0,0,2,19,38.139022
0,29500,48590,81354,0,0,0,3,18,40.17061829
1,29500,118000,169900,8,0,0,1,23,
0,29600,233916,291490,15,0,1,2,25,25.10508606
0,29700,46268,79463,0,0,0,3,19,40.26196223
0,29700,100657,148653,14,0,0,0,40,42.30290733
0,29800,134560,187551,1,0,0,1,19,39.21193749
0,29800,225481,290762,13,0,1,1,26,24.77798542
0,29800,34000,71000,10,,,,24,
0,29900,230499,294326,15,0,1,2,26,27.92066177
0,29900,135955,182161,0,0,0,2,18,38.69974659
0,29900,73506,115000,11,0,0,1,35,
1,29900,22000,,2,2,0,11,10,
0,29900,131756,167302,0,0,0,1,24,35.04310052
0,30000,74975,118886,12,0,0,0,34,26.34913193
0,30000,77853,114746,6,,,10,21,43.29474364
0,30000,79044,118685,12,0,0,1,34,27.22498526
0,30000,12223,35875.06,28.5,0,0,0,15,
0,30000,187000,293000,28,0,0,0,23,
0,30000,32657,76000,,,,0,16,
0,30000,48000,97000,3,0,0,2,25,
0,30000,224000,282000,5,0,1,0,30,
0,30000,8875,57000,0,0,0,1,6,
1,30000,,50000,4,0,1,1,15,
0,30000,17696,53100,20,4,5,0,28,
0,30000,176000,240000,1,1,0,2,13,
0,30000,,46200,0,1,3,10,15,
0,30000,109583,153132,10,0,0,1,16,33.76030524
0,30000,15214,38094,26,0,0,0,15,39.5498738
0,30000,20000,38000,0.9,0,0,0,7,
0,30100,24350,40356,0,0,0,0,6,13.40999565
1,30100,92249,,2,1,0,0,21,31.08912029
0,30100,138322,186139,2,0,0,2,19,39.1891416
0,30100,228006,285921,15,0,0,2,25,27.81329141
0,30100,78124,116280,10,0,0,1,35,26.40633196
0,30100,42747,71360,10,,,,24,34.03666376
1,30200,36000,73500,14,0,1,0,33,
1,30200,80951,116160,19,4,0,0,58,50.35299879
0,30200,124000,171366,13,0,0,2,28,
0,30200,20956,39333,0,1,0,0,7,13.49536737
0,30200,106594,148695,13,0,0,1,39,41.27520899
